,Author_Name,Comment_Text,Updated_Time,Likes_Count
3061,@phyphorous,Track mode =s2000 guage,2022-09-18T23:08:02Z,0
3062,@jrb9272,"Love the outside, not sure I'm a fan of the screens in place of the analog gauges",2022-09-18T23:04:33Z,1
3063,@johnthomson8332,The 350 and the 500 are gunna be awesome.,2022-09-18T22:58:37Z,0
3064,@faze_bf139,Am I the only one who thinks that those rims are the same as the new m3 and m4 ??,2022-09-18T22:51:41Z,0
3065,@willio3281,Who cares if it’s not electric.. the fact car companies are still making gas guzzling machines is hilarious at this point,2022-09-18T22:48:14Z,0
3066,@Thicc340,What about the Mach E? That’s an electric mustang.,2022-09-18T22:47:40Z,0
3067,@juliusdavila6117,Bro that’s a Honda Accord 2020 with mustang badge and tail lights,2022-09-18T22:45:34Z,0
3068,@DonJulio94,"My opinion, uuggggglllyyyyy. Those rear tail lights are nasty (in the worst possible way) and the front end grill and headlights look like they belong on an EV not a v8 petrol muscle car. It's a little bit cringe that they completely copied the hood intake/cutout from the Camaro as well, Chev bought that shit out in 2019, it doesn't exactly scream innovation. To me this is just about the nail in the coffin for muscle cars, but to each their own, if you like it then enjoy it.",2022-09-18T22:43:36Z,0
3069,@hugoresendiz7006,Looks like a Camaro,2022-09-18T22:41:44Z,0
3070,@mystiqg6248,bro is nardwuar of cars,2022-09-18T22:37:22Z,0
3071,@vivikxak,It looks like a Camaro 😠 wtf,2022-09-18T22:35:57Z,0
3072,@skizecraft,"Dodge watching this: Yeah, we need to go back",2022-09-18T22:34:46Z,0
3073,@aggiewoodie,"I think people just expect cars to be unveiled wholly production ready, with actual production orders to be taken starting same day. This car won’t start being produced for at least a year. But marketing dictates a release, with articles and videos, to stir interest and a steady drip of addtl info for months until they’re actually ready for production.",2022-09-18T22:32:45Z,0
3074,@abc-bu8zb,Doug the type of guy to time travel for a car review,2022-09-18T22:21:16Z,1
3075,@personalmail7484,as 2007 Mutang GT Roush owner  I dont like new Mustangs at all. specially this. now its looks like Camaro or corvette.,2022-09-18T22:20:57Z,0
3076,@carycoller3140,They just had to F it up with digital screens 🙄,2022-09-18T22:18:37Z,0
3077,@nc4928,Speed tachometer only goes up to 140mph? LOL,2022-09-18T22:15:56Z,0
3078,@damiansbuilds580,Love the tailights its a good nod to the 67 Mustang french style tailights,2022-09-18T22:14:57Z,0
3079,@k3babgaming315,The screen got such a bad design!👎,2022-09-18T22:14:25Z,0
3080,@haveawaffle6206,think the car looks great.. not digging the screens tho,2022-09-18T22:06:54Z,0
3081,@JohnDoe-jr4pt,"Cool, Ford put their badging on a Camaro and called it a Mustang.",2022-09-18T22:02:38Z,0
3082,@RyanPowerhouse,Thhhhhhhiiiisssssssss,2022-09-18T22:01:58Z,0
3083,@Ffitjr,"I like it, good job ford didn’t go over the top and I’m liking the digital dash",2022-09-18T21:59:17Z,0
3084,@lilsabin,"a 2024 car , MANUAL ?.. Where do i throw my money ?",2022-09-18T21:58:10Z,0
3085,@tonioreyes,it looks like they just took some screen and build them in front of the dashboard. Dont like it at all.,2022-09-18T21:57:01Z,0
3086,@Kdjoao,This one actually looks nice,2022-09-18T21:56:13Z,0
3087,@MMM.l,Not my taste I like the 2018 model GT,2022-09-18T21:54:06Z,0
3088,@christopherweaver4940,This is the look I have been waiting for. The s550 just doesn’t do it for me. That nose and sharp curves has a nice modern muscle look. Definitely can’t wait to sell my Shelby to invest in a Dark Horse.,2022-09-18T21:52:13Z,0
3089,@bigchill67art24,I love looking at things I can't afford🙂😅,2022-09-18T21:50:37Z,0
3090,@zabilligan,Dammit lol I don't need a 3rd mustang,2022-09-18T21:50:03Z,0
3091,@wandiletembe,Thank you Ford for not going electric.,2022-09-18T21:49:59Z,0
3092,@alexrendez9049,All Ford needs to do is make a retro looking one (65 to 67 models) but obviously make it newer and bigger. This Mustang look has been the same for 15+ years (basically a glorified rental car).,2022-09-18T21:49:04Z,0
3093,@amandahugginkiss9119,Made it look like a Camaro,2022-09-18T21:43:30Z,0
3094,@_kanyewestlover420,side angle looks like a chevy camaro,2022-09-18T21:41:18Z,0
3095,@AJ-df4vr,Really Just wish they made the screens blend better or made the the front look abit better,2022-09-18T21:40:31Z,0
3096,@nonamenoname4641,"Lol mustang, 2010 called, they want their portable DVD player screens back.",2022-09-18T21:39:01Z,0
3097,@Smoketownedc,Looking like a Camaro 😂,2022-09-18T21:38:20Z,0
3098,@mylifeinvictus,At a glance it looks like an M4!,2022-09-18T21:35:47Z,0
3099,@lordnggamermtpoppy3829,"The wall say ""hi""",2022-09-18T21:33:07Z,0
3100,@therealmvpee,We need a 4 door mustang,2022-09-18T21:33:00Z,0
3101,@Artofspeedd,Wow the the 2024 Mustang I like the body style,2022-09-18T21:27:58Z,1
3102,@arjunkutty7,"For accurate tarot prediction on success and love that truly resonates, join us at
http://www.youtube.com/c/SuccessAndLoveTarot",2022-09-18T21:26:23Z,0
3103,@stuarticles,ready to add more debt to my profile. definitely need one of these when they come out.,2022-09-18T21:26:06Z,0
3104,@mikedrabek9733,Should have made it electric!,2022-09-18T21:26:03Z,0
3105,@jacksatcher8010,Take a shot every time he says evolution or revolution,2022-09-18T21:22:26Z,0
3106,@silent6snipes135,looks like a sporty honda accord,2022-09-18T21:19:17Z,0
3107,@BatMork,"Love the exterior, absolutely hate the interior. The dual hump is exactly what I love. The interior has been ruined and now just looks like any other car. Oh man, totally ruined it.",2022-09-18T21:17:14Z,0
3108,@MansaX,I get 6th gen Camaro vibes,2022-09-18T21:17:05Z,0
3109,@OverdosedCaffeine,If ''source: trust me bro'' meme was a video,2022-09-18T21:07:21Z,0
3110,@the_dietcam,"That gauge cluster is begging for a 3D printed hood, pathetic.",2022-09-18T21:05:34Z,2
3111,@jasonhines5524,Gay,2022-09-18T21:03:17Z,0
3112,@BocanegraFernando,"Loved the car but hate the screens, I like thinking how cars age and with the way cars are moving forward they will be outdated broken I-phones on wheels in ten years. Cars are not meant to be future classics anymore sadly. 🤙",2022-09-18T21:02:59Z,0
3113,@pheonixfps9248,"Presenters just need to calm down, its getting beyond irritating listening to how much hypochondria they use when explaining information.",2022-09-18T21:01:53Z,0
3114,@judasthepious1499,"it becomes too big for me..
I wish it's smaller and only has two seat like the miata",2022-09-18T20:59:54Z,0
3115,@anonymoushuman8962,That’s disgusting.,2022-09-18T20:58:51Z,0
3116,@cezarvrejoiu5095,How do I buy this rn ?,2022-09-18T20:56:58Z,0
3117,@ecoRfan,Lol 12:50 “performancey”,2022-09-18T20:55:59Z,1
3118,@frankiefreitas5803,almost looks like a camaro,2022-09-18T20:52:39Z,0
3119,@Ww-dl7vr,The gauge clusters are stupid. Why is bezel so thick? Looks horrible.,2022-09-18T20:51:32Z,0
3120,@yoyobangz2000,looks like the camaro,2022-09-18T20:49:55Z,0
3121,@ceaserthemighty,Ford can’t even finish their 2022 orders and they made this? Lol,2022-09-18T20:49:34Z,0
3122,@OGxSoup,v8s will beard to come by soon.,2022-09-18T20:49:20Z,0
3123,@Novastar6,Can't wait to see half the population driving these around in a year,2022-09-18T20:49:04Z,0
3124,@dogmatta1,"I am really torn by Doug's videos.  On one hand, they are very thorough and very informative.  On the other hand, I find Doug himself utterly annoying.",2022-09-18T20:46:37Z,0
3125,@Justrandomvideos-2023,Another pos ford ready for the junkyard,2022-09-18T20:46:34Z,0
3126,@brandon33371,This goes hard,2022-09-18T20:46:18Z,0
3127,@alpenjodel24,"The digital gauges are made in unity engine i believe, thats why they look so sharp and responsive",2022-09-18T20:44:20Z,0
3128,@ShaulDawg,"No, that's the Dominator GTX",2022-09-18T20:44:08Z,0
3129,@kezzaman,it looks rendered,2022-09-18T20:40:13Z,0
3130,@93stang19,The back is eh at best,2022-09-18T20:35:05Z,0
3131,@FluffyBunnySlippers,Didn’t they stop making cars????,2022-09-18T20:34:48Z,1
3132,@FluffyBunnySlippers,Looks like a Camaro,2022-09-18T20:33:20Z,1
3133,@dubasciver3234,"Love the look of the new Mustang however I’d never buy one. Headroom is awful in Mustangs and the view of the road is horrible. All you see is hood. Again, exterior looks is amazing.",2022-09-18T20:31:44Z,0
3134,@seamusmcfitz913,When you live in a trailer park and you win the lotto it's either a 'Stang or a 'vette. Yee haw!,2022-09-18T20:30:07Z,0
3135,@TheRedRaven_,"Love the interior on this model, everything looks so well done.",2022-09-18T20:29:57Z,6
3136,@angelvalencia2572,Shit look like a camaro,2022-09-18T20:28:51Z,0
3137,@H0llyw00d-bruh,Lol pretty much stole the camaros design,2022-09-18T20:27:58Z,0
3138,@jerryfreeman8587,"Why does it look like a Camero, the least bought sports car of all time",2022-09-18T20:27:08Z,0
3139,@brianhansen7122,copied camaro,2022-09-18T20:26:34Z,0
3140,@rainbowstar4360,Looks like a 2 door Camaro on the side.  I don’t like the back.,2022-09-18T20:25:44Z,0
3141,@alecmnatzakanian5246,Interesting how there’s no Mach E silhouette on the rear window 🤔,2022-09-18T20:23:05Z,0
3142,@stuffa01,"yikes, those wheels look SOOOO Cheap...Dorky plastic hood scoop.",2022-09-18T20:21:44Z,0
3143,@aaroncouture,"In 2024 I plan to have more edges and creases too.  Although, it is not a design choice I care for.",2022-09-18T20:20:06Z,0
3144,@bedixon1,Dog ugly,2022-09-18T20:18:50Z,0
3145,@MomenGalalAref,i really didn't like the new design i like the older more,2022-09-18T20:18:21Z,0
3146,@Sageofthe16,all new? not mustang,2022-09-18T20:17:39Z,0
3147,@fernandogonzaloleonmacias7313,I was liking until the Speedometer stopped at 140mph...Lol! would like to see a minimum 180mph on a modern v8 muscle or sports car to make you feel like you getting your money's worth.,2022-09-18T20:17:23Z,0
3148,@ondrejvocilka4349,Even Chinese cars looks better now than Americans :(,2022-09-18T20:16:34Z,0
3149,@thedailylunchbox-foodforth6307,Looks like a Nissan GTR,2022-09-18T20:13:51Z,0
3150,@markomlikotic6673,"Outside yes, inside no",2022-09-18T20:13:15Z,0
3151,@Shootmesamphoto,Mustang had a sex change and is now a Kia,2022-09-18T20:11:38Z,0
3152,@jimr5703,"Sorry Dougie, but you lost me when you couldn't be bothered to open a manual to figure out how the auto-headlamps work in a Lincoln.  Certainly not professional.
In this vid you seem hopped up on caffeine or stricken by parkinsons.",2022-09-18T20:11:03Z,0
3153,@MrDezokokotar,"This weird, popped out screen drivers display trend is so disgusting. I cant wait for it to go away. I think people will cringe in the future looking back at these.",2022-09-18T20:11:01Z,0
3154,@mariomontes5646,I think it looks more like a Camaro,2022-09-18T20:10:10Z,0
3155,@arjunkalirao9712,this sounds like my dyson with a 10 dollar exhaust system.,2022-09-18T20:10:08Z,0
3156,@pauloakes6952,Is there a “oversteer into crowd of people” mode?,2022-09-18T20:07:54Z,0
3157,@skii_mask_,"take a shot every time Doug says ""evolution not revolution.""",2022-09-18T20:05:13Z,0
3158,@zackluce2400,Arent we in 2022,2022-09-18T20:02:53Z,0
3159,@Nomavvv,Not even electric lol weak.,2022-09-18T20:02:47Z,0
3160,@bluesfan6862,Always have loved LS engines more. But this mustang looks 10x better than any other muscle car out there.,2022-09-18T20:01:52Z,1
3161,@preyforcougars3601,"Looks like a 6th gen Camaro. Same looking hood, windows, rear wheel wells/flares, body lines, headlights, lower grill, etc. 

Maybe they’re trying to get camaro fans to switch to ford since camaros are stopping production soon?",2022-09-18T20:00:04Z,0
3162,@zachmoret7929,I dislike the lack of sharpness around the doors. Other than that looks fantastic,2022-09-18T19:51:10Z,0
3163,@v_alexiadis,Looks a little weird from the outside. The interior design is a massive disappointment!,2022-09-18T19:49:35Z,0
3164,@seravenerdi,1.) Can location tracking be disabled ?   2.) Can shut engine off when braking be disabled ?   3.) Is the oil pan still plastic ?,2022-09-18T19:48:51Z,0
3165,@h.o.838,Looks like a Camaro,2022-09-18T19:46:46Z,0
3166,@lonewanderer420,I hate it,2022-09-18T19:46:23Z,0
3167,@silentstormstudios,"Some goods and bads here. The car sounds great, and I love the exhaust note options and the configurable gauge screen layouts, although I must say I prefer analog gauges in a muscle car, and not really screens. Exterior-wise, I don't think the car looks better than the previous generation. In fact, I find it a bit awkward looking and not as well proportioned. The wheels look too small for the body. The front end looks cheap with all of that black plastic, and the headlights look like they came off of an Acura. Not a good look for a Mustang.
I'm sure it will have the get up and go as the Mustang power trains have been really good, and I love that there is a six speed manual. But I think the styling has gone awry.",2022-09-18T19:45:43Z,8
3168,@BrianGivensYtube,2024? Its still 2022 lol!,2022-09-18T19:43:21Z,0
3169,@NJR98,Does this one also have a dedicated spin or CC mode? All in all though it looks nice.,2022-09-18T19:42:31Z,1
3170,@josegarcia2762,Car looks identical to the one that came out in 2015,2022-09-18T19:42:30Z,0
3171,@JoseGonzalez-cc1ur,"If they make that touch screen more fluid, responsive and less laggy and made the black borders around the screens go away I'd say its a perfect car",2022-09-18T19:42:15Z,0
3172,@joes6178,"YIKES. I like the exterior, and I understand that Ford has to step it up with technology to stay competitive but the TV screen in front of the driver doesn't look good. I want to like it but it's too much.",2022-09-18T19:41:05Z,1
3173,@j.3854,I like the rear of the new 24 Camaro. That color is nice too. Great work Chevy!,2022-09-18T19:38:52Z,1
3174,@thedude9199,Mustangs are so boring. Driven by old people and fat chicks who lose control at car meets.,2022-09-18T19:38:08Z,0
3175,@jl8754,"Yes, the new Camaro!",2022-09-18T19:35:39Z,0
3176,@ahhbmm5103,The rear gotta go. But its pretty damn nice,2022-09-18T19:32:46Z,0
3177,@stevechance150,"Looks like a Camero... which, obviously, is not a good thing.",2022-09-18T19:32:23Z,0
3178,@Rottie_713,Looks like a camaro to me...,2022-09-18T19:31:55Z,0
3179,@abrahamlincoln7766,Looks like a knock off camero 😂,2022-09-18T19:29:01Z,0
3180,@mikethompson7046,This kinda looks somehow like what I imagined BMWs to look when they change their styling to be more Modern. Imagine the kidney in the front view and it kinda has bmw vibes. I dunno. Rest of the car not so much but the front. I love it,2022-09-18T19:26:06Z,0
3181,@pwc209,Looks like a Camaro.,2022-09-18T19:25:18Z,0
3182,@BB-35,I feel like it has dodge charger vibes,2022-09-18T19:23:55Z,0
3183,@paulbickley658,I like it...,2022-09-18T19:23:29Z,0
3184,@nightynine4061,"Yeah and they are coming after my honda civic in California they say its bad on emissions i have to get rid of it. And buy the 60,000 tesla crap model shit. They need to get rid of these mustangs instead. You know what tho the young guys who buy them will crash them all in no time so its alright.",2022-09-18T19:23:23Z,0
3185,@videogamegusto7852,Looks like my buddies Camaro.😂,2022-09-18T19:22:15Z,0
3186,@Lowkey-yb4nm,I don’t think Ford will redesign the car until dodge redesigns the challenger.,2022-09-18T19:15:15Z,0
3187,@elettrofans,"When you see the phrase ""For track use only"" Kappa",2022-09-18T19:13:18Z,0
3188,@jarrettdalcour5058,Do a chrysler 300 please 🙏🏿,2022-09-18T19:12:08Z,0
3189,@Raiko82,how far can you develop the designs and facelifts?  How would the mustang look in 10 years in future?,2022-09-18T19:11:58Z,0
3190,@fullbackdive41,Ford Camaro,2022-09-18T19:05:55Z,0
3191,@First_Take.,14:12 or for chicks to bash their head off of while im drifting.,2022-09-18T19:05:46Z,1
3192,@ianrs6310,Sick Camaro!,2022-09-18T19:04:21Z,0
3193,@karlwatson45,2024 WTF 😂 only in America,2022-09-18T19:03:45Z,0
3194,@slicesounds288,Kinda looks like a Camaro had a baby with a mustang. Hopefully the visibility is still good,2022-09-18T19:00:58Z,0
3195,@SucidePrevention,Mustang is runined it sucks,2022-09-18T19:00:57Z,0
3196,@user-bm5rs4cm3e,Hopefully all manual versions will get the Tremec this time.,2022-09-18T18:58:22Z,0
3197,@fancyshmancy,So cool. Momma likey,2022-09-18T18:58:06Z,0
3198,@robertmcgee7969,I have a 2022 acceleration yellow vette.installed borla attack exhaust.love mustangs exhaust bug sounds like a tin can compared to this.,2022-09-18T18:56:45Z,0
3199,@jarrettdalcour5058,Look like a camaro in the back,2022-09-18T18:56:24Z,0
3200,@stuartwiner7920,"This car is uglier than the current model.   Maybe it will grow on me, but right now I'm not impressed.",2022-09-18T18:53:09Z,0
3201,@richardadams4148,Cough cough camaro,2022-09-18T18:47:09Z,0
3202,@IAmLeutrimTopalli,I wonder what the starting price will be for the gt,2022-09-18T18:45:50Z,0
3203,@djtigerninja4801,Interesting quirk to look for in most cars would be how to reset the service interval light,2022-09-18T18:43:52Z,1
3204,@nicholaslombardo9696,The back looks like a Elantra,2022-09-18T18:40:26Z,0
3205,@vvattup,That shark fin. Obsolete. Get rid of it. 👎🏼,2022-09-18T18:39:16Z,0
3206,@DylanSchafer935,Looks like a camaro hahah,2022-09-18T18:38:34Z,0
3207,@pingping6967,Transition from American Muscle to Feminine Sh*t.,2022-09-18T18:35:01Z,1
3208,@ChristopherDillman,15:45 - Well played Ford. Bout time they give recognition to performance packaged GTs.,2022-09-18T18:29:08Z,49
3209,@keving1774,They probably kept the ECU (brain of the vehicle) in the engine compartment where it can overheat.,2022-09-18T18:26:25Z,0
3210,@ammo2960,Disgusting looking,2022-09-18T18:25:00Z,0
3211,@jakelee3465,My first ride was a 80's mustang this is really missing the mark for me despite the retro screen and flat dash cues......Ford needs to make a lighter all wheel electric variant of a fox body design.,2022-09-18T18:22:38Z,0
3212,@ruru2500,3/4 panels are a ripoff of the camaro.  This is a step backwards in design appeal unfortunately.,2022-09-18T18:20:29Z,0
3213,@markmasiclat6293,That rear end screams camaro,2022-09-18T18:19:43Z,0
3214,@nfo1347,"thanks i hate it
catfish mouth",2022-09-18T18:19:02Z,0
3215,@jmarkr100,It sounds awesome!,2022-09-18T18:09:05Z,0
3216,@xomcs8676,what does that red button do?,2022-09-18T18:06:29Z,0
3217,@BrazenRain,Huzzah! The rear window excludes the Mach E,2022-09-18T18:04:52Z,0
3218,@JL897139,I didn't know there were Mustangs with a 2.3l 4 cylinder. Why would anyone buy that,2022-09-18T18:04:17Z,0
3219,@ronskopitz2360,Nice Camaro.,2022-09-18T18:01:42Z,0
3220,@Ford_Raptor_R_720hp_V8,"*The Mustang put the Camaro Out of Production, again*",2022-09-18T18:00:43Z,0
3221,@Ford_Raptor_R_720hp_V8,"*It doesn't look like a Camaro*

*It looks a lot better*",2022-09-18T17:57:53Z,0
3222,@myplaxismodelisbetterthanyours,Anyone else seeing Camaro attributes here :(,2022-09-18T17:55:56Z,0
3223,@insaneconqueror5421,Interior screens have turned me off.,2022-09-18T17:54:43Z,0
3224,@shampooptube,Is mustang still a girl car?,2022-09-18T17:52:06Z,0
3225,@chrisrcarraher8800,"Those tablet style digital dash screens look like something that belongs on an suv or minivan, not a performance car.  Ugly AF.",2022-09-18T17:52:03Z,0
3226,@Hcook97,That'll be $100k,2022-09-18T17:48:17Z,0
3227,@SergNoberg,"I love the screens, I just wish they were more integrated into the dash, it just looks like 2 iPads that someone put in their car",2022-09-18T17:43:21Z,0
3228,@mr.nitemare6199,Camaro 2024 😂,2022-09-18T17:43:15Z,0
3229,@JesusRamirez-kz9np,"It's just me, or it looks like a Camaro? I expected to look more beautiful. Kind disappointed",2022-09-18T17:41:18Z,0
3230,@el_cypress8708,Similar body lines as a Camaro. 🧐,2022-09-18T17:40:50Z,0
3231,@el_cypress8708,Similar body lines as a Camaro. 🧐,2022-09-18T17:40:41Z,0
3232,@el_cypress8708,Similar body lines as a Camaro. 🧐,2022-09-18T17:40:38Z,0
3233,@el_cypress8708,Similar body lines as a Camaro. 🧐,2022-09-18T17:40:31Z,0
3234,@robainscough,"Having owned and raced Mustang Cobra's they sound great, but the world has moved on.  My EVs leave this car in the dust and does it in an environmentally friendly manner with no fuss (noise).  Front looks better, but the rear looks very much like a Honda.  Ford did a fantastic job with the Ford GT, too bad that didn't flow into the Mustang.",2022-09-18T17:35:52Z,0
3235,@tedwinrski1297,👍,2022-09-18T17:35:41Z,0
3236,@leduannogueira3515,Ford just made a nice Camaro,2022-09-18T17:34:56Z,0
3237,@lukmauu,"They just copy Camaro design, what a shame Form",2022-09-18T17:32:32Z,0
3238,@BrandonSmith-dq4jd,Mustang suck! And it looks like a Camaro. But… that interiors is really nice. Finally,2022-09-18T17:29:58Z,0
3239,@garciabeto760,ok no that interior design just mesed it up ! it does not look like a mustang from inside,2022-09-18T17:28:46Z,0
3240,@whoisderf,Hideous. Copying Camaro lines,2022-09-18T17:28:19Z,0
3241,@ErikHarris,"Redesigned for 2024, but it still uses a gas engine? That's profoundly disappointing. :(",2022-09-18T17:28:16Z,0
3242,@davidgutierrez5054,"I'm definitely going to get one, one of these days🤭",2022-09-18T17:28:12Z,0
3243,@HaloGTMaster94,Nice 👍,2022-09-18T17:27:14Z,1
3244,@johnnyregalado8928,"They did great on updating the interior with better quality parts, but it’s gonna suck when that gauge cluster screen has to be replaced for $4k",2022-09-18T17:23:05Z,1
3245,@JamMaul,Needs A wider body  like every other of it competition  front and back  4 to 5 inches to look meanest,2022-09-18T17:22:55Z,0
3246,@TheAlastar8,So a Camaro with a Mustang badge,2022-09-18T17:22:43Z,0
3247,@toddr1124,Sooo... they made it look like a Camaro... LOL  Not a bad look.,2022-09-18T17:21:57Z,0
3248,@vytbbb7146,"2024? guys, its still 2022...",2022-09-18T17:19:01Z,0
3249,@qbookstudios1492,140 MPH is the maximum speed ?🤔🤔🤔🤔,2022-09-18T17:17:53Z,5
3250,@TheKingRacer007,"Too conservative for a new generation. Front is from Dodge Charger, sides from Camaro. Only back seems more mustang ish. But a least it's not a stupid ev suv.",2022-09-18T17:13:00Z,0
3251,@alhlouiababe,6:04 the real reason that you are here. Thank me later,2022-09-18T17:12:22Z,0
3252,@YoinkMan69,Looks like Camaro,2022-09-18T17:10:29Z,1
3253,@yayabol,Why the fuck it's 2024 if even 2022 not over yet,2022-09-18T17:08:25Z,0
3254,@stephendouglas714,"That is one beautiful new Camaro! The Big Three will become the Big One, homogenizing their cars to all look the same.",2022-09-18T17:07:07Z,0
3255,@JordanAstra,the better looking BMW M4,2022-09-18T16:58:37Z,0
3256,@justinbrown1732,The people who made the car care less than Doug and it shows,2022-09-18T16:58:22Z,0
3257,@DragNetJoe,"Meh. We'll see how it looks in person. Overall a pretty mild refresh. Not a fan of all the piano black plastic on the front grill and hood vent. That stuff is a PITA to keep looking good. Also, while the screen is certainly ""modern"" and is great for infotainment and a dynamic dash, but integrating climate control is a mistake.",2022-09-18T16:58:06Z,0
3258,@homeaudiobasics,Give me a plug in hybrid ecoboost with 100 miles of ev range,2022-09-18T16:56:47Z,0
3259,@8ebastian,Will the Ecoboost have an option for active exhaust with quad tips?,2022-09-18T16:56:09Z,0
3260,@lukesand7010,Anyone else see that its 40 miles to empty of a quarter tank? 160 mile range?,2022-09-18T16:54:32Z,0
3261,@wyimaginowany4488,"2024, Damn, show better to us this DeLorean you traveled .",2022-09-18T16:51:23Z,0
3262,@mbsec,"The interior looks like shit. The ""hole"" of the hand brake is a dirt trap and the stitches on the handle looks homemade to name a few. Why can't it look a little sleeker with a sloping hood instead of keeping a snowplow front? The rear spoiler?! SMH!",2022-09-18T16:50:43Z,0
3263,@brandonmoore9440,the rear quarter panel and wheel area looks almost identical to the camaro.,2022-09-18T16:50:28Z,0
3264,@devbloggs,"I see a lot of Mach-e design features, nice to see Ford carrying a similar styling across the Mustang lineup",2022-09-18T16:45:58Z,1
3265,@grandmayolli,38 miles to empty at a quarter sheesh,2022-09-18T16:45:25Z,0
3266,@irontiger021,Back to the Future vibes,2022-09-18T16:44:19Z,0
3267,@Chris-0703,Looks slow when there is gas in it,2022-09-18T16:44:18Z,0
3268,@ChrisAnderson0320,Love the interior and the wider more meaner stance.  Hope they keep it nimble.  The display looks great and dash looks more streamlined,2022-09-18T16:44:12Z,3
3269,@Yash-jo8hv,When can we place orders,2022-09-18T16:42:51Z,0
3270,@kumar_dinesh_mandal,"Very NYC Ford Moters ,, ,,",2022-09-18T16:41:00Z,0
3271,@presceltolives2076,Is this car more of an evolution rather than a revolution?? I MUST know!!!,2022-09-18T16:38:59Z,0
3272,@andrewstevens7205,The quarter panels look like Camaro. The led in the grille look like they're from advance auto. The turn signals up front look like a cheap aftermarket design in the way they operate. I don't like it. I'll keep my supra,2022-09-18T16:38:53Z,0
3273,@hlhl2691,Why would they make the screen bezel so big?,2022-09-18T16:38:21Z,0
3274,@ericr610,1.5 mil views in 3 days. Guess I’m not the only one excited about this new generation of mustang.,2022-09-18T16:38:19Z,0
3275,@hlhl2691,Those screens are too much...,2022-09-18T16:37:31Z,0
3276,@hlhl2691,"Looks pretty solid, wonder if all the new enlistees' will buy it with 24% interest rate? 🤣🤣🤣 iykyk",2022-09-18T16:35:22Z,0
3277,@brianshea8565,"Its a Mexican Muscle Car, not American.    You can keep it.",2022-09-18T16:35:05Z,0
3278,@funkysoulman3861,Looks like a camaro. I guess that is one way to make me like any mustang made after 1969. Still wouldn't buy anything ford.,2022-09-18T16:34:16Z,0
3279,@alextwuh,"Sorry, I may be too old to understand the modern world BUT... I unfortunately regret the moment when a new Ford Mustang was launched, we talked more about its style, its engine or performances, instead of spending almost 5 minutes on the 17 minutes of the review for speaking about the screens...",2022-09-18T16:32:57Z,0
3280,@JustAPersonWhoComments,Anyone spying on me has likely died from boredom by now,2022-09-18T16:31:43Z,0
3281,@InFamousAlex209,S550.5,2022-09-18T16:29:44Z,0
3282,@PaulBidny,You said it’s. A new engine….why didn’t pup hood ?,2022-09-18T16:29:03Z,0
3283,@lewis7515,"Love the way he describes that utterly savage rear cleft as a, ""crease""... 
It works on this car - but when somebody takes down a tree, they ain't ""creasing"", it.... That there's a piece of some chop in its azz.

The dash/screen integration is fail - there isn't any: that screen looks like it was stuck into a space that was left while they came up with it, later. Horrible - plus, what looks like 20mm black bezels all around it: a display, already dated, before the car is even delivered.",2022-09-18T16:27:49Z,0
3284,@shawnmurphy6490,"Looks good from the side in that color, but the front end is a deal killer for me. Looks slow and ponderous.",2022-09-18T16:27:16Z,0
3285,@bnssoftware3292,Looks too much like a Camaro,2022-09-18T16:27:02Z,0
3286,@ThomasPartida,Car looks cool but this whole “just put a few big screens inside the car” is getting a little out of control.,2022-09-18T16:24:04Z,1
3287,@justingames7277,It ain’t even 23,2022-09-18T16:23:29Z,0
3288,@nondbfune9132,When is Doug driving the new supra. Other YouTubers have driven it already,2022-09-18T16:23:20Z,0
3289,@matt0844,Camaro+ Mustang Design I like this one ☝️,2022-09-18T16:23:12Z,0
3290,@Jaystub,"5.0 still sounds kinda terrible, lol...love the power and reliability, but never liked the sound.",2022-09-18T16:21:49Z,0
3291,@TheLilBig22,Ford is definitely going to charge for premium or retro gauge clusters like Fortnite skins. 😂,2022-09-18T16:20:19Z,0
3292,@nondbfune9132,Tell the engineers to slow down the blinking. Make it elegant,2022-09-18T16:19:54Z,0
3293,@f82_traps,only 140 on the dash?,2022-09-18T16:19:50Z,0
3294,@Jaystub,They skipped 71-73 on the window graphic :(,2022-09-18T16:18:51Z,0
3295,@LukeWhoItIs1,what in the camaro,2022-09-18T16:17:44Z,0
3296,@TheJester-ct5pi,"I wish they returned to bulky headlights, it's a muscle car not European luxary",2022-09-18T16:17:23Z,0
3297,@matixok1167,OMG the interior is insanely UGLY. Bring back analogue gauges.,2022-09-18T16:13:23Z,1
3298,@thatmusicalguy7,"There'll be months where I don't watch a Doug video, but the moment I revisit his videos, it's always a familiar and fun and quirky place to be. I love it. Never change, Doug.",2022-09-18T16:11:43Z,8
3299,@georgestein,"YouTube advertises the national company GEWOBA AG. I strongly caution against this company. They have slush funds, cheat tenants out of their payments and then demand payments twice. Furniture that is stolen and/or damaged disappears. Whoever works with this company has to live with the fact that it is run by criminals.",2022-09-18T16:11:21Z,0
3300,@recordman555,Batteries not included; some restrictions apply; not available in all states; see store for details.,2022-09-18T16:10:59Z,0
3301,@jaefrmbk2k,looks better sounds better but still not good enough 😕,2022-09-18T16:09:46Z,0
3302,@AndyThatCoolGuy,Love everything except the gauge cluster screens,2022-09-18T16:09:09Z,0
